employee_id,name,age,salary,bank,street,city,state,country,first_name,last_name
928,brian miranda,53,7500,GB,5375 Sanchez Avenue,Lake Joshua,Vermont,Cocos (Keeling) Islands,brian,miranda
168,amber choi,41,7500,GB,3690 John Alley Suite 952,Riosland,New Jersey,Bosnia and Herzegovina,amber,choi
627,gerald peterson,18,7500,GB,6410 Eric Plains,New Rebekahberg,Massachusetts,Turkmenistan,gerald,peterson
960,tony powell,36,7500,GB,62182 Marshall Valley Apt. 578,South Max,Iowa,Honduras,tony,powell
324,michael herrera,27,7500,GB,7049 Deborah Road Suite 735,Roberttown,New Hampshire,Moldova,michael,herrera
141,gregory knight,47,7500,GB,422 Derek Center Apt. 106,North Sarah,North Carolina,Saint Pierre and Miquelon,gregory,knight
783,tara evans,54,7500,GB,08104 Conway Way Suite 006,South Robin,Alaska,South Africa,tara,evans
358,erin hubbard,24,7500,GB,7706 Megan Shoals Suite 339,Lake Elizabethbury,Wisconsin,Bhutan,erin,hubbard
672,erica freeman,40,7500,GB,6001 Valentine Glens,Lake Jeremiah,Kansas,Bahrain,erica,freeman
185,ashley mccoy,19,7500,GB,3540 Thomas Views,Dylanton,Arizona,Senegal,ashley,mccoy
996,regina townsend,51,7500,GB,8182 Scott Lake,Jonesmouth,North Dakota,Belgium,regina,townsend
685,todd frye,19,7500,GB,89488 Bell Island,Lopezmouth,West Virginia,Equatorial Guinea,todd,frye
864,mark hawkins,39,7500,GB,416 Bryan Highway,South Chelsea,Maryland,Bulgaria,mark,hawkins
470,latasha mcdonald,35,7500,GB,512 Samantha Throughway,Williamtown,Idaho,Central African Republic,latasha,mcdonald
285,michael mccarthy,46,7500,GB,21904 Dana Ramp,East Robinview,New Mexico,Denmark,michael,mccarthy
86,john davis,35,7500,GB,677 Boyle Dam Suite 624,East Kristina,California,Liechtenstein,john,davis
567,michelle vasquez,53,7500,GB,565 Michael Key Suite 985,Chelseaport,New Jersey,Yemen,michelle,vasquez
111,david cook,19,7500,GB,7765 Clark Course,Matthewshire,Massachusetts,Ghana,david,cook
487,claudia wallace,41,7500,GB,900 Cassandra Stream,South Jessicachester,Hawaii,Thailand,claudia,wallace
935,tracy lopez,42,7500,GB,2540 Davis Meadows Apt. 714,Yolandafurt,Kentucky,New Zealand,tracy,lopez
152,joshua villarreal,23,7500,GB,898 Anderson Brook,New Eduardo,Mississippi,Serbia,joshua,villarreal
295,brian leonard,33,7500,GB,05585 Wilkinson Gardens Suite 943,Mckenziemouth,Iowa,Greece,brian,leonard
978,thomas oconnell,28,7500,GB,3137 Jeremy Spring Suite 660,East Johnland,New York,Holy See (Vatican City State),thomas,oconnell
514,larry wade,41,7500,GB,371 Rosario Cape Apt. 972,Lake Joe,Wyoming,Oman,larry,wade
941,amanda torres,40,7500,GB,8701 Kirk Locks Apt. 426,Randallhaven,Michigan,Latvia,amanda,torres
369,erin cruz,36,7500,GB,11535 Brian Hills Apt. 129,South Karen,South Dakota,Reunion,erin,cruz
254,jessica hopkins,42,7500,GB,375 Reginald Corner Suite 189,Williamsmouth,Connecticut,Uruguay,jessica,hopkins
303,dr. latasha durham,41,7500,GB,340 Clark Port Suite 703,North Annafurt,Louisiana,Libyan Arab Jamahiriya,,
753,donna brown,54,7500,GB,512 Andrew Brooks,Biancamouth,New Mexico,Sri Lanka,donna,brown
108,danielle brown,42,7500,GB,2104 Reed Groves,Brownburgh,Delaware,Algeria,danielle,brown
930,kurt rivera,18,7500,GB,83018 Taylor Estate,Jeanchester,Wisconsin,Cook Islands,kurt,rivera
952,laura bryant,25,7500,GB,1959 Burke Union,Leport,Kansas,South Georgia and the South Sandwich Islands,laura,bryant
953,abigail benson,25,7500,GB,26034 Lawson Burg,East Oscar,North Dakota,Sao Tome and Principe,abigail,benson
91,mr. john holland,20,7500,GB,5350 Cox Trace,Jamieville,Nebraska,Serbia,,
697,david smith,22,7500,GB,446 Tyler Camp,Whitneyton,Rhode Island,Tonga,david,smith
582,melissa george,26,7500,GB,0893 Marshall Glens,North John,Texas,Gambia,melissa,george
882,ashley garcia,51,7000,GB,16995 Jackson Forks Apt. 198,North Tiffanychester,West Virginia,Namibia,ashley,garcia
39,austin russell,27,7000,GB,74686 Joshua Brooks,Lake Sethbury,Alabama,Spain,austin,russell
724,amanda adams,28,7000,GB,687 Wilson Course,West Aaron,New Jersey,Kazakhstan,amanda,adams
804,david lee,33,7000,GB,82039 Martinez Unions Apt. 117,North Kristymouth,Michigan,El Salvador,david,lee
827,dorothy pace,20,7000,GB,020 Park Rue,Dominguezville,Arizona,Tanzania,dorothy,pace
806,darren carroll,27,7000,GB,504 Gail Roads,Walshside,South Dakota,Guyana,darren,carroll
767,timothy santos,24,7000,GB,8600 Nicholas Roads Apt. 249,New Kathleentown,Kansas,Poland,timothy,santos
109,tracy lee,27,7000,GB,540 Earl Route,Lake Jonathan,Louisiana,Nauru,tracy,lee
408,kelly pratt,48,7000,GB,369 Nicole Port,Herreraborough,Massachusetts,Costa Rica,kelly,pratt
929,hannah carpenter,21,7000,GB,03639 Rivers Plaza Suite 829,South Jontown,Oklahoma,Puerto Rico,hannah,carpenter
989,stanley gould,46,7000,GB,97040 Castillo Mill,Alexanderton,New Hampshire,Sierra Leone,stanley,gould
508,jason campbell,53,7000,GB,6170 Lucas Springs,Christinaside,Vermont,Papua New Guinea,jason,campbell
201,jason martinez,42,7000,GB,31320 King Neck,Clarkeside,North Dakota,Montserrat,jason,martinez
102,jeffrey dodson,52,7000,GB,2407 Shawn Prairie Suite 710,Jamesborough,Arizona,Cameroon,jeffrey,dodson
250,corey keith,47,7000,GB,57885 Judy Island Apt. 789,West Anthonystad,Nebraska,Armenia,corey,keith
946,rachel pham,44,7000,GB,225 Marsh Lodge Apt. 750,Hughesport,Maryland,Czech Republic,rachel,pham
625,amanda mayer,32,7000,GB,256 Gabrielle Spring,Salazarmouth,New Hampshire,Dominican Republic,amanda,mayer
183,cheryl hernandez,28,7000,GB,77397 Nelson Courts Suite 707,Charlesland,New Mexico,French Southern Territories,cheryl,hernandez
181,christine andrews,28,7000,GB,043 Johnson Turnpike,Copelandmouth,Maryland,Romania,christine,andrews
652,cynthia jones,50,7000,GB,070 Donna Mews Suite 298,North Jenniferland,Arkansas,South Africa,cynthia,jones
957,jeff english,54,6500,GB,3589 Collins Rapid Apt. 878,Mcdanielville,Oregon,Algeria,jeff,english
362,nicole olson,37,6500,GB,911 Myers Land,Jessicatown,Michigan,Portugal,nicole,olson
330,elizabeth sherman,33,6500,GB,28432 Delgado Common,North Dianamouth,Washington,Tokelau,elizabeth,sherman
138,steve richards,39,6500,GB,898 Rogers Circle Apt. 231,Brianland,Washington,Burundi,steve,richards
364,john munoz,37,6500,GB,48900 Rebecca Overpass,North Aprilberg,Ohio,Bangladesh,john,munoz
835,samantha clark,39,6500,GB,95151 Alexis Lock,South Carolineborough,Oklahoma,India,samantha,clark
820,erika jones,37,6500,GB,63252 Mark Mission,Joyceberg,Alaska,Romania,erika,jones
217,justin harvey,22,6500,GB,7979 Christopher Trail Apt. 149,East Christopher,Connecticut,Uzbekistan,justin,harvey
399,ernest vincent,20,6500,GB,705 Rachel Light,Keithbury,Wyoming,Burundi,ernest,vincent
839,malik welch,23,6500,GB,05042 Graham Islands Suite 907,Williamsborough,Arkansas,Lithuania,malik,welch
184,sonya smith,22,6500,GB,328 Krista Light Suite 016,Lake Jesus,Alabama,Afghanistan,sonya,smith
386,michael duke,34,6500,GB,34066 Brown Square,Rodrigueztown,Minnesota,Iraq,michael,duke
700,theresa davis,19,6500,GB,8212 Katie Crest,Laraburgh,Ohio,Heard Island and McDonald Islands,theresa,davis
407,deborah wilson dds,44,6500,GB,254 Berry Turnpike,Teresaland,South Dakota,Burkina Faso,,
789,cindy west,26,6500,GB,6199 Theodore Ferry Suite 738,Hayesmouth,Georgia,Guernsey,cindy,west
24,thomas rose,47,6500,GB,0025 Blake Lake,West Amandaside,Hawaii,Uruguay,thomas,rose
611,dr. paul bennett,54,6500,GB,137 Le Extension Suite 853,Joseton,Virginia,Philippines,,
733,troy cook,27,6500,GB,921 Lori Lodge,Loganmouth,Oklahoma,Iran,troy,cook
534,laura olson,20,6500,GB,5794 Briggs Cliffs,West Timfort,New Hampshire,Suriname,laura,olson
10,ruben kline,32,6500,GB,28486 Ruben Isle,Mayerton,Wisconsin,Congo,ruben,kline
474,linda wolfe,27,6500,GB,6320 Russell Shores Apt. 782,Mclaughlinshire,Kansas,New Caledonia,linda,wolfe
467,brett bernard,22,6500,GB,62189 Michelle Corner,Jonesmouth,Massachusetts,Chad,brett,bernard
749,allen white,20,6500,GB,9609 Martinez Road,New Samuelville,Wyoming,Gibraltar,allen,white
21,jasmine garcia,39,6500,GB,512 Jasmine Motorway Suite 402,North Lisamouth,Kentucky,Mauritius,jasmine,garcia
115,jacqueline jackson,49,6500,GB,65556 Mercer Islands,New Alisha,Maine,Yemen,jacqueline,jackson
443,william johnson,32,6500,GB,8673 Robert Extension Apt. 048,New Jesus,Nebraska,Nicaragua,william,johnson
129,mckenzie carrillo,19,6500,GB,228 Alvarez Fork Suite 765,East Michelle,Maine,Namibia,mckenzie,carrillo
411,terry baker,43,6500,GB,5662 Shawn Point Suite 298,Cindyton,South Dakota,Lebanon,terry,baker
679,stephanie larson,27,6500,GB,2958 Krystal Walks Apt. 476,Port Joshua,Vermont,Bahamas,stephanie,larson
846,kenneth douglas,28,6500,GB,198 Leach Coves Apt. 230,Clarkside,Rhode Island,Botswana,kenneth,douglas
872,donald hancock,51,6000,GB,4616 Tucker Islands,Allisonport,Alaska,Bermuda,donald,hancock
923,emily kirby,51,6000,GB,011 Cory Ridge,Lake Andrewville,Oklahoma,Dominica,emily,kirby
174,amy richards,18,6000,GB,063 Jose Burg,Castroton,Nevada,Colombia,amy,richards
590,dr. emily rocha,27,6000,GB,24059 Mckay Ranch,Meyersborough,Maine,Germany,,
752,dana melton,34,6000,GB,4712 Myers Village,Deborahton,Virginia,Netherlands Antilles,dana,melton
